ticker,ym,month_end,revenue
2330,2025-01,2025-01-01,278163107000
2330,2024-12,2024-12-01,276058358000
2330,2024-11,2024-11-01,314239713000
2330,2024-10,2024-10-01,251872717000
2330,2024-09,2024-09-01,250866368000
2330,2024-08,2024-08-01,256953058000
2330,2024-07,2024-07-01,207868693000
2330,2024-06,2024-06-01,229620372000
2330,2024-05,2024-05-01,236021112000
2330,2024-04,2024-04-01,195210804000
2330,2024-03,2024-03-01,181648270000
2330,2024-02,2024-02-01,215785127000
2330,2024-01,2024-01-01,176299866000
2330,2023-12,2023-12-01,206026179000
2330,2023-11,2023-11-01,243202811000
2330,2023-10,2023-10-01,180430282000
2330,2023-09,2023-09-01,188686256000
2344,2026-09,2026-09-01,27308717000
2344,2026-08,2026-08-01,26773179000
2344,2026-07,2026-07-01,20596799000
2344,2026-06,2026-06-01,20001444000
2344,2026-05,2026-05-01,19245022000
2344,2026-04,2026-04-01,14501399000
2344,2026-03,2026-03-01,11973254000
2344,2026-02,2026-02-01,11778411000
2344,2026-01,2026-01-01,9770303000
2344,2025-12,2025-12-01,8629567000
2344,2025-11,2025-11-01,8225204000
2344,2025-10,2025-10-01,7920210000
2344,2025-09,2025-09-01,7012528000
2344,2025-08,2025-08-01,6837785000
2344,2025-07,2025-07-01,7105364000
2344,2025-06,2025-06-01,7093516000
2344,2025-05,2025-05-01,6819077000
2344,2025-04,2025-04-01,7572802000
2344,2025-03,2025-03-01,6353503000
2344,2025-02,2025-02-01,6066312000
2344,2025-01,2025-01-01,6372253000
2344,2024-12,2024-12-01,6221805000
2344,2024-11,2024-11-01,6097945000
2344,2024-10,2024-10-01,7231483000
2344,2024-09,2024-09-01,6997545000
2344,2024-08,2024-08-01,7083403000
2344,2024-07,2024-07-01,7377553000
2344,2024-06,2024-06-01,7125163000
2344,2024-05,2024-05-01,6981267000
2344,2024-04,2024-04-01,7511330000
2344,2024-03,2024-03-01,6207435000
2344,2024-02,2024-02-01,6402586000
2344,2024-01,2024-01-01,6507308000
2344,2023-12,2023-12-01,6368389000
2344,2023-11,2023-11-01,6297972000
2344,2023-10,2023-10-01,6766334000
2376,2026-09,2026-09-01,47400848000
2376,2026-08,2026-08-01,44213037000
2376,2026-07,2026-07-01,42892460000
2376,2026-06,2026-06-01,49053470000
2376,2026-05,2026-05-01,52267730000
2376,2026-04,2026-04-01,39028800000
2376,2026-03,2026-03-01,32908194000
2376,2026-02,2026-02-01,33118551000
